status	stable_id	sequence_cluster_id	fold
FROZEN_PHASE3D	ENST00000460403	SCe2b862abb75c	1
FROZEN_PHASE3D	ENST00000460405	SC8d359476f653	1
FROZEN_PHASE3D	ENST00000460408	SCefa451a3e1b0	2
FROZEN_PHASE3D	ENST00000460428	SCf2c1eb4c6f09	3
FROZEN_PHASE3D	ENST00000460449	SCb9e823b1374f	1
FROZEN_PHASE3D	ENST00000460469	SC01a34850bc75	2
FROZEN_PHASE3D	ENST00000460470	SC67148d961607	2
FROZEN_PHASE3D	ENST00000460484	SC114140cfd596	0
FROZEN_PHASE3D	ENST00000460490	SC917e1c823f43	0
FROZEN_PHASE3D	ENST00000460492	SC074971251754	4
FROZEN_PHASE3D	ENST00000460494	SCc6e559323606	4
FROZEN_PHASE3D	ENST00000460537	SC3465acfcbb0c	0
FROZEN_PHASE3D	ENST00000460550	SC71ce4aab2a8a	4
FROZEN_PHASE3D	ENST00000460563	SC5e03e1db4b55	4
FROZEN_PHASE3D	ENST00000460567	SC2363f77f4620	4
FROZEN_PHASE3D	ENST00000460581	SC523b403ced44	4
FROZEN_PHASE3D	ENST00000460589	SC86322a13bf4d	4
FROZEN_PHASE3D	ENST00000460593	SC277bb16a5653	2
FROZEN_PHASE3D	ENST00000460601	SCa87fdba4e144	0
FROZEN_PHASE3D	ENST00000460616	SC8ddd2df6f39c	4
FROZEN_PHASE3D	ENST00000460638	SCd91882bd01de	1
FROZEN_PHASE3D	ENST00000460654	SC946711b2152c	2
FROZEN_PHASE3D	ENST00000460660	SC269c2ead26c9	1
FROZEN_PHASE3D	ENST00000460669	SC95111f02e8b4	1
FROZEN_PHASE3D	ENST00000460675	SC1256b698f6b5	1
FROZEN_PHASE3D	ENST00000460716	SCa9e36905353e	1
FROZEN_PHASE3D	ENST00000460732	SC6a1d43b8ac4b	1
FROZEN_PHASE3D	ENST00000460755	SC591f2ca45ac3	1
FROZEN_PHASE3D	ENST00000460760	SCddfb579598a0	3
FROZEN_PHASE3D	ENST00000460761	SC187a7351c705	0
FROZEN_PHASE3D	ENST00000460766	SCa0826392a312	4
FROZEN_PHASE3D	ENST00000460806	SC57929db31ada	1
FROZEN_PHASE3D	ENST00000460820	SC290aec359081	1
FROZEN_PHASE3D	ENST00000460823	SCbdab9c831a9b	4
FROZEN_PHASE3D	ENST00000460828	SC793ab84b4714	0
FROZEN_PHASE3D	ENST00000460830	SC0ea196a136b8	2
FROZEN_PHASE3D	ENST00000460840	SCab7575fa70d5	0
FROZEN_PHASE3D	ENST00000460851	SC5030250e54d6	4
FROZEN_PHASE3D	ENST00000460852	SC686a82e34b3a	0
FROZEN_PHASE3D	ENST00000460862	SC329415c19152	4
FROZEN_PHASE3D	ENST00000460876	SC359321baa392	3
FROZEN_PHASE3D	ENST00000460882	SCc62286a7d07b	2
FROZEN_PHASE3D	ENST00000460903	SC957206704171	1
FROZEN_PHASE3D	ENST00000460906	SC9c13f08f5ccd	2
FROZEN_PHASE3D	ENST00000460922	SCbf4f78be0a46	0
FROZEN_PHASE3D	ENST00000460925	SCfeec1e2ea057	1
FROZEN_PHASE3D	ENST00000460947	SC07a8dda0bcb9	2
FROZEN_PHASE3D	ENST00000460950	SCbdc381588cca	1
FROZEN_PHASE3D	ENST00000460985	SCed45df1f5100	0
FROZEN_PHASE3D	ENST00000461005	SCabf9f193d481	2
FROZEN_PHASE3D	ENST00000461006	SC464be2f94f89	0
FROZEN_PHASE3D	ENST00000461012	SCd4a751d39879	0
FROZEN_PHASE3D	ENST00000461022	SC09e1d329062b	4
FROZEN_PHASE3D	ENST00000461025	SCf91e3d6bf172	0
FROZEN_PHASE3D	ENST00000461035	SC9c13f08f5ccd	2
FROZEN_PHASE3D	ENST00000461043	SC0a461e57ece2	2
FROZEN_PHASE3D	ENST00000461056	SCc743cc3735b1	2
FROZEN_PHASE3D	ENST00000461060	SC944086862497	4
FROZEN_PHASE3D	ENST00000461070	SCe8c1804981e8	2
FROZEN_PHASE3D	ENST00000461097	SC9bb71c519417	0
FROZEN_PHASE3D	ENST00000461116	SC9c35ed6c533e	4
FROZEN_PHASE3D	ENST00000461125	SC3cab231b0807	1
FROZEN_PHASE3D	ENST00000461136	SCbc2ba049b956	2
FROZEN_PHASE3D	ENST00000461139	SC703a8d00a3ba	0
FROZEN_PHASE3D	ENST00000461169	SC68cef5f16f4c	2
FROZEN_PHASE3D	ENST00000461176	SC18dc024f238b	2
FROZEN_PHASE3D	ENST00000461180	SC118ab9183628	4
FROZEN_PHASE3D	ENST00000461190	SCeabd55cc68a8	4
FROZEN_PHASE3D	ENST00000461205	SC3735f10c35dd	3
FROZEN_PHASE3D	ENST00000461223	SCc9372060b351	3
FROZEN_PHASE3D	ENST00000461260	SC5bdb8c154475	3
FROZEN_PHASE3D	ENST00000461263	SCe3d3a0c16778	0
FROZEN_PHASE3D	ENST00000461267	SC70f01aeb6829	0
FROZEN_PHASE3D	ENST00000461280	SCf023ee4f4f40	0
FROZEN_PHASE3D	ENST00000461290	SCc369808328ee	4
FROZEN_PHASE3D	ENST00000461298	SC3636b4982979	3
FROZEN_PHASE3D	ENST00000461311	SCc63c50e5d9c0	0
FROZEN_PHASE3D	ENST00000461320	SCd13fc6d895bb	4
FROZEN_PHASE3D	ENST00000461327	SC9e9e3feb40d4	3
FROZEN_PHASE3D	ENST00000461347	SCb5fb18bbb653	3
FROZEN_PHASE3D	ENST00000461349	SC176fadbfcfb4	2
FROZEN_PHASE3D	ENST00000461351	SC2b5ccc87ce83	1
FROZEN_PHASE3D	ENST00000461365	SCa61d2bfad07c	4
FROZEN_PHASE3D	ENST00000461368	SCe77d11736543	0
FROZEN_PHASE3D	ENST00000461370	SC5bf281007e76	4
FROZEN_PHASE3D	ENST00000461421	SCbcb8a5ed5acb	0
FROZEN_PHASE3D	ENST00000461438	SCef6906c69a50	4
FROZEN_PHASE3D	ENST00000461447	SC2ef10d8fb963	4
FROZEN_PHASE3D	ENST00000461449	SCe6b39e62206f	2
FROZEN_PHASE3D	ENST00000461458	SC36ef509d27c3	4
FROZEN_PHASE3D	ENST00000461464	SCb117dafac375	2
FROZEN_PHASE3D	ENST00000461493	SC799f83c158e4	2
FROZEN_PHASE3D	ENST00000461494	SC67bde5817cdb	0
FROZEN_PHASE3D	ENST00000461507	SC2c0f87e69ed0	2
FROZEN_PHASE3D	ENST00000461513	SC88d335abf8b5	2
FROZEN_PHASE3D	ENST00000461517	SC42cc42263a86	4
FROZEN_PHASE3D	ENST00000461536	SC114140cfd596	0
FROZEN_PHASE3D	ENST00000461539	SC176fadbfcfb4	2
FROZEN_PHASE3D	ENST00000461540	SC5bf281007e76	4
FROZEN_PHASE3D	ENST00000461548	SC79493870fff5	4
FROZEN_PHASE3D	ENST00000461550	SC5caa8ba36cf8	2
FROZEN_PHASE3D	ENST00000461606	SC35fd6992c14a	4
FROZEN_PHASE3D	ENST00000461659	SC8d3f9dda279f	0
FROZEN_PHASE3D	ENST00000461663	SC36333b9672d8	4
FROZEN_PHASE3D	ENST00000461665	SCe3d3a0c16778	0
FROZEN_PHASE3D	ENST00000461682	SC734f0e000f3f	1
FROZEN_PHASE3D	ENST00000461686	SCb3519d5632fd	1
FROZEN_PHASE3D	ENST00000461690	SC36ef509d27c3	4
FROZEN_PHASE3D	ENST00000461695	SC237ffd2fb2f6	1
FROZEN_PHASE3D	ENST00000461708	SC35d9ddbde4a8	1
FROZEN_PHASE3D	ENST00000461723	SC50b7557cda24	1
FROZEN_PHASE3D	ENST00000461726	SCf30bca574135	1
FROZEN_PHASE3D	ENST00000461733	SC329415c19152	4
FROZEN_PHASE3D	ENST00000461845	SCef58f0abf197	1
FROZEN_PHASE3D	ENST00000461869	SCfeec1e2ea057	1
FROZEN_PHASE3D	ENST00000461873	SC33faffeaadce	1
FROZEN_PHASE3D	ENST00000461894	SC5a4709664741	2
FROZEN_PHASE3D	ENST00000461911	SC09d7d1a4e108	2
FROZEN_PHASE3D	ENST00000461916	SCba5cdef6b54c	4
FROZEN_PHASE3D	ENST00000461952	SCa9e36905353e	1
FROZEN_PHASE3D	ENST00000461967	SC86322a13bf4d	4
FROZEN_PHASE3D	ENST00000461977	SCb18aa1bcc3fe	2
FROZEN_PHASE3D	ENST00000461993	SC0045180f9321	4
FROZEN_PHASE3D	ENST00000462000	SCb46a107b29d1	4
FROZEN_PHASE3D	ENST00000462002	SCb1e10e832c3f	0
FROZEN_PHASE3D	ENST00000462003	SCacbbf8e64d22	1
FROZEN_PHASE3D	ENST00000462007	SCea3f5b7b69c2	4
FROZEN_PHASE3D	ENST00000462026	SC3af4b34a41b5	0
FROZEN_PHASE3D	ENST00000462042	SC6200e0c40d81	1
FROZEN_PHASE3D	ENST00000462047	SCb249239b755c	1
FROZEN_PHASE3D	ENST00000462065	SCaa9920a15a18	0
FROZEN_PHASE3D	ENST00000462067	SC35ef71012188	1
FROZEN_PHASE3D	ENST00000462082	SC735ad9c169ac	3
FROZEN_PHASE3D	ENST00000462088	SCac35d8f8a3da	1
FROZEN_PHASE3D	ENST00000462090	SC18dc024f238b	2
FROZEN_PHASE3D	ENST00000462092	SCe6b39e62206f	2
FROZEN_PHASE3D	ENST00000462107	SC18dc024f238b	2
FROZEN_PHASE3D	ENST00000462129	SC2bcc4b22f162	3
FROZEN_PHASE3D	ENST00000462133	SCe77d5a1d2459	0
FROZEN_PHASE3D	ENST00000462138	SC703a8d00a3ba	0
FROZEN_PHASE3D	ENST00000462163	SC8fcd711b3ae3	0
FROZEN_PHASE3D	ENST00000462165	SCc5b5bb90b1f7	2
FROZEN_PHASE3D	ENST00000462205	SCebe2c9c85052	3
FROZEN_PHASE3D	ENST00000462221	SC5030250e54d6	4
FROZEN_PHASE3D	ENST00000462236	SC3d3f6b16ef61	0
FROZEN_PHASE3D	ENST00000462248	SCdbabff9a6712	1
FROZEN_PHASE3D	ENST00000462256	SC04a6c4270c78	3
FROZEN_PHASE3D	ENST00000462258	SCfeec1e2ea057	1
FROZEN_PHASE3D	ENST00000462288	SC500d249973d5	1
FROZEN_PHASE3D	ENST00000462296	SC18460dcf6b04	0
FROZEN_PHASE3D	ENST00000462297	SC8085ac54af1b	1
FROZEN_PHASE3D	ENST00000462320	SC19916c83620e	4
FROZEN_PHASE3D	ENST00000462329	SC61e59ce668a5	1
FROZEN_PHASE3D	ENST00000462349	SCb3519d5632fd	1
FROZEN_PHASE3D	ENST00000462391	SC49c0ebde098c	2
FROZEN_PHASE3D	ENST00000462421	SC04a6c4270c78	3
FROZEN_PHASE3D	ENST00000462430	SCaaf41666ccfd	1
FROZEN_PHASE3D	ENST00000462436	SCf407671e6d41	4
FROZEN_PHASE3D	ENST00000462444	SC2ef10d8fb963	4
FROZEN_PHASE3D	ENST00000462489	SCdf53ff97d0c2	3
FROZEN_PHASE3D	ENST00000462494	SCb381c5c01aaf	4
FROZEN_PHASE3D	ENST00000462503	SCd468d6b8fd88	2
FROZEN_PHASE3D	ENST00000462527	SCaef40b96bba3	2
FROZEN_PHASE3D	ENST00000462554	SC39388bc3f70b	4
FROZEN_PHASE3D	ENST00000462558	SC19cec07939a2	2
FROZEN_PHASE3D	ENST00000462576	SC8b39f166b8d6	0
FROZEN_PHASE3D	ENST00000462582	SCa5541bee08cc	4
FROZEN_PHASE3D	ENST00000462613	SCe510f37ceda7	2
FROZEN_PHASE3D	ENST00000462617	SC25d411e3b20d	2
FROZEN_PHASE3D	ENST00000462630	SCcf559a29f3e5	4
FROZEN_PHASE3D	ENST00000462637	SCe68b7d1dfa5b	1
FROZEN_PHASE3D	ENST00000462639	SC91268b551a3e	2
FROZEN_PHASE3D	ENST00000462641	SC51977904d3dc	1
FROZEN_PHASE3D	ENST00000462646	SC99cd3168e78b	2
FROZEN_PHASE3D	ENST00000462677	SCd11dd6eff0bb	3
FROZEN_PHASE3D	ENST00000462685	SCf89c5d0eeae7	2
FROZEN_PHASE3D	ENST00000462688	SC9c13f08f5ccd	2
FROZEN_PHASE3D	ENST00000462708	SCb7d9df5f352f	4
FROZEN_PHASE3D	ENST00000462723	SC6f235db069eb	4
FROZEN_PHASE3D	ENST00000462760	SC290aec359081	1
FROZEN_PHASE3D	ENST00000462761	SC40c4697a4778	1
FROZEN_PHASE3D	ENST00000462794	SC51977904d3dc	1
FROZEN_PHASE3D	ENST00000462802	SC49742ff924a7	3
FROZEN_PHASE3D	ENST00000462812	SC07ef36341cf5	3
FROZEN_PHASE3D	ENST00000462814	SCfa41cb306e62	1
FROZEN_PHASE3D	ENST00000462816	SCf2c355805535	0
FROZEN_PHASE3D	ENST00000462880	SC9cd0c0d98e84	3
FROZEN_PHASE3D	ENST00000462885	SC0c10ffa4ebfc	3
FROZEN_PHASE3D	ENST00000462894	SC9ba6e080f37e	2
FROZEN_PHASE3D	ENST00000462899	SC4cf12f620a99	2
FROZEN_PHASE3D	ENST00000462909	SC1d60cfee8f28	2
FROZEN_PHASE3D	ENST00000462913	SCef6906c69a50	4
FROZEN_PHASE3D	ENST00000462917	SC702e31b3b564	3
FROZEN_PHASE3D	ENST00000462935	SCd628973668f2	2
FROZEN_PHASE3D	ENST00000462940	SCa0698d396224	3
FROZEN_PHASE3D	ENST00000462941	SC4ad776f637cf	0
FROZEN_PHASE3D	ENST00000462957	SCbad22c6fc592	4
FROZEN_PHASE3D	ENST00000462965	SC21c0e9691b28	2
FROZEN_PHASE3D	ENST00000462967	SCd06960e46ac6	1
FROZEN_PHASE3D	ENST00000462970	SCfc74bff546cb	1
FROZEN_PHASE3D	ENST00000462974	SC90ce406484a6	3
FROZEN_PHASE3D	ENST00000462978	SCb1e10e832c3f	0
FROZEN_PHASE3D	ENST00000462980	SCbd57624171db	4
FROZEN_PHASE3D	ENST00000462982	SCe6b85ccd2b6d	3
FROZEN_PHASE3D	ENST00000462990	SCb249239b755c	1
FROZEN_PHASE3D	ENST00000463009	SC54efe728c19c	4
FROZEN_PHASE3D	ENST00000463015	SC6839baef98f1	2
FROZEN_PHASE3D	ENST00000463020	SCc743cc3735b1	2
FROZEN_PHASE3D	ENST00000463032	SC2296bf3e56d6	3
FROZEN_PHASE3D	ENST00000463044	SCe1a152d4d5b8	0
FROZEN_PHASE3D	ENST00000463045	SCf09fc6aebb8d	1
FROZEN_PHASE3D	ENST00000463050	SC84723826752f	2
FROZEN_PHASE3D	ENST00000463055	SC530c269422d8	4
FROZEN_PHASE3D	ENST00000463057	SC4ba6e2d18e0d	3
FROZEN_PHASE3D	ENST00000463059	SC0dcadaf4528c	4
FROZEN_PHASE3D	ENST00000463078	SC2907bbc85c2b	0
FROZEN_PHASE3D	ENST00000463089	SC8ae7e7efc55f	0
FROZEN_PHASE3D	ENST00000463092	SC9c13f08f5ccd	2
FROZEN_PHASE3D	ENST00000463093	SC386beee431d8	0
FROZEN_PHASE3D	ENST00000463097	SC3d3f6b16ef61	0
FROZEN_PHASE3D	ENST00000463110	SCd1661af635f5	0
FROZEN_PHASE3D	ENST00000463122	SC6839baef98f1	2
FROZEN_PHASE3D	ENST00000463125	SC8ab2b525c1a6	2
FROZEN_PHASE3D	ENST00000463132	SC099987e74fd4	3
FROZEN_PHASE3D	ENST00000463141	SC24ef6f02c484	2
FROZEN_PHASE3D	ENST00000463153	SCecd813a29fad	4
FROZEN_PHASE3D	ENST00000463172	SC19a6bda0428e	3
FROZEN_PHASE3D	ENST00000463181	SC5c34f92cc6b5	1
FROZEN_PHASE3D	ENST00000463184	SCe1ba6cbaed42	0
FROZEN_PHASE3D	ENST00000463185	SCd2fb6b98afa5	1
FROZEN_PHASE3D	ENST00000463213	SC799f83c158e4	2
FROZEN_PHASE3D	ENST00000463215	SCebe2c9c85052	3
FROZEN_PHASE3D	ENST00000463217	SC4ff8ad86a16d	0
FROZEN_PHASE3D	ENST00000463229	SCca4a4dfdb6b1	3
FROZEN_PHASE3D	ENST00000463236	SC91268b551a3e	2
FROZEN_PHASE3D	ENST00000463278	SCd8b806b47def	3
FROZEN_PHASE3D	ENST00000463284	SCf9ac301c62d9	2
FROZEN_PHASE3D	ENST00000463295	SCb1e10e832c3f	0
FROZEN_PHASE3D	ENST00000463307	SCc3bfd316b048	4
FROZEN_PHASE3D	ENST00000463308	SC18a9ff25dd46	4
FROZEN_PHASE3D	ENST00000463310	SC269c2ead26c9	1
FROZEN_PHASE3D	ENST00000463322	SC4e90f5fecf85	1
FROZEN_PHASE3D	ENST00000463328	SC4d608f99f7f4	4
FROZEN_PHASE3D	ENST00000463330	SC78b7f1a07d53	2
FROZEN_PHASE3D	ENST00000463340	SCcbb518a7bfe3	3
FROZEN_PHASE3D	ENST00000463351	SC07ef36341cf5	3
FROZEN_PHASE3D	ENST00000463371	SC25ba161c95c2	2
FROZEN_PHASE3D	ENST00000463378	SC95111f02e8b4	1
FROZEN_PHASE3D	ENST00000463397	SC36f5b0492cbd	4
FROZEN_PHASE3D	ENST00000463406	SCdf77bd68b9e1	3
FROZEN_PHASE3D	ENST00000463409	SC034823b165ba	0
FROZEN_PHASE3D	ENST00000463423	SC43f4d95c095b	4
FROZEN_PHASE3D	ENST00000463445	SC1b27c4b26b00	3
FROZEN_PHASE3D	ENST00000463455	SCe70c58324006	0
FROZEN_PHASE3D	ENST00000463464	SC9c35ed6c533e	4
FROZEN_PHASE3D	ENST00000463475	SCd69ab1057f6c	0
FROZEN_PHASE3D	ENST00000463503	SCc8a1bd83a5c9	0
FROZEN_PHASE3D	ENST00000463511	SC8f42de590eb3	0
FROZEN_PHASE3D	ENST00000463521	SCe5bf0f91dd5a	3
FROZEN_PHASE3D	ENST00000463526	SCd0e3c344a941	4
FROZEN_PHASE3D	ENST00000463527	SCbc2ba049b956	2
FROZEN_PHASE3D	ENST00000463546	SC77747be8378b	3
FROZEN_PHASE3D	ENST00000463551	SC53c1215bf144	4
FROZEN_PHASE3D	ENST00000463575	SCb1e10e832c3f	0
FROZEN_PHASE3D	ENST00000463579	SC73771b40773c	3
FROZEN_PHASE3D	ENST00000463605	SC36ef509d27c3	4
FROZEN_PHASE3D	ENST00000463610	SC5a7deed03114	1
FROZEN_PHASE3D	ENST00000463619	SC0ea196a136b8	2
FROZEN_PHASE3D	ENST00000463631	SCb6779824f284	4
FROZEN_PHASE3D	ENST00000463671	SCd3c1b5a8a8ec	2
FROZEN_PHASE3D	ENST00000463675	SC025cc3c7d016	2
FROZEN_PHASE3D	ENST00000463682	SCe6b39e62206f	2
FROZEN_PHASE3D	ENST00000463708	SC49ca4aad2ca4	1
FROZEN_PHASE3D	ENST00000463709	SC3919c027cea6	3
FROZEN_PHASE3D	ENST00000463722	SC0b230c761db2	2
FROZEN_PHASE3D	ENST00000463733	SCa359c121066c	3
FROZEN_PHASE3D	ENST00000463735	SC960309d2377c	3
FROZEN_PHASE3D	ENST00000463740	SC9543481bc58c	4
FROZEN_PHASE3D	ENST00000463742	SC2d23a304f879	0
FROZEN_PHASE3D	ENST00000463772	SC61e59ce668a5	1
FROZEN_PHASE3D	ENST00000463779	SCd16b64c8bcba	2
FROZEN_PHASE3D	ENST00000463788	SC7f908b2b9b1f	3
FROZEN_PHASE3D	ENST00000463816	SC5e815493ad10	2
FROZEN_PHASE3D	ENST00000463817	SC5e03e1db4b55	4
FROZEN_PHASE3D	ENST00000463824	SCad6708e319d3	4
FROZEN_PHASE3D	ENST00000463831	SC6b956f570a1b	2
FROZEN_PHASE3D	ENST00000463836	SC2a40f2e55721	4
FROZEN_PHASE3D	ENST00000463841	SCbdd90c9f3e5a	3
FROZEN_PHASE3D	ENST00000463851	SC2ef10d8fb963	4
FROZEN_PHASE3D	ENST00000463859	SCbf2ff980cdee	1
FROZEN_PHASE3D	ENST00000463863	SC5030250e54d6	4
FROZEN_PHASE3D	ENST00000463864	SC09d363345e50	1
FROZEN_PHASE3D	ENST00000463880	SC38d868f57f56	4
FROZEN_PHASE3D	ENST00000463900	SC8085ac54af1b	1
FROZEN_PHASE3D	ENST00000463903	SCbd57624171db	4
FROZEN_PHASE3D	ENST00000463906	SC27488231488d	2
FROZEN_PHASE3D	ENST00000463926	SC12fa800e3136	2
FROZEN_PHASE3D	ENST00000463935	SC329415c19152	4
FROZEN_PHASE3D	ENST00000463947	SC5007c4d8dff2	4
FROZEN_PHASE3D	ENST00000463968	SCe276995cc44e	1
FROZEN_PHASE3D	ENST00000463969	SC0302bf871c3e	2
FROZEN_PHASE3D	ENST00000463972	SCe3e9d641fb6e	0
FROZEN_PHASE3D	ENST00000463987	SC7dfaeca160ba	4
FROZEN_PHASE3D	ENST00000463988	SC37aba6f98689	4
FROZEN_PHASE3D	ENST00000464004	SCef802b6f3480	3
FROZEN_PHASE3D	ENST00000464010	SC2296bf3e56d6	3
FROZEN_PHASE3D	ENST00000464015	SC0f0ef80298cb	4
FROZEN_PHASE3D	ENST00000464025	SC1a5e95c5cd45	1
FROZEN_PHASE3D	ENST00000464052	SC4235ac1d6dcf	2
FROZEN_PHASE3D	ENST00000464073	SC90d6387834c5	2
FROZEN_PHASE3D	ENST00000464078	SCb6779824f284	4
FROZEN_PHASE3D	ENST00000464103	SC98cea022c699	1
FROZEN_PHASE3D	ENST00000464112	SCe5843151e047	2
FROZEN_PHASE3D	ENST00000464116	SCca2e73d92953	0
FROZEN_PHASE3D	ENST00000464118	SCe4439d52a128	2
FROZEN_PHASE3D	ENST00000464120	SCf39070653cf8	1
FROZEN_PHASE3D	ENST00000464124	SC2540e7026d77	2
FROZEN_PHASE3D	ENST00000464126	SCd7f20f584474	1
FROZEN_PHASE3D	ENST00000464138	SCc8a1bd83a5c9	0
FROZEN_PHASE3D	ENST00000464154	SCd6e5151a17d9	3
FROZEN_PHASE3D	ENST00000464167	SCd274eb8080bc	2
FROZEN_PHASE3D	ENST00000464182	SC86322a13bf4d	4
FROZEN_PHASE3D	ENST00000464190	SC3c97a06eee8d	2
FROZEN_PHASE3D	ENST00000464204	SC30877ce87c62	2
FROZEN_PHASE3D	ENST00000464211	SC2f55a1534111	1
FROZEN_PHASE3D	ENST00000464216	SC4c204bd023b2	2
FROZEN_PHASE3D	ENST00000464218	SC074971251754	4
FROZEN_PHASE3D	ENST00000464240	SC00fca13a8d2a	1
FROZEN_PHASE3D	ENST00000464242	SC7459d6dae612	1
FROZEN_PHASE3D	ENST00000464254	SC8b39f166b8d6	0
FROZEN_PHASE3D	ENST00000464283	SC43f4d95c095b	4
FROZEN_PHASE3D	ENST00000464297	SC4e3fd985145c	2
FROZEN_PHASE3D	ENST00000464326	SC55455c174536	1
FROZEN_PHASE3D	ENST00000464329	SC910d775fe069	0
FROZEN_PHASE3D	ENST00000464364	SC29a01687459b	2
FROZEN_PHASE3D	ENST00000464369	SCb4fd71f158f3	3
FROZEN_PHASE3D	ENST00000464385	SCb46a1e6d3100	4
FROZEN_PHASE3D	ENST00000464397	SCc369808328ee	4
FROZEN_PHASE3D	ENST00000464438	SC427a5963d46f	3
FROZEN_PHASE3D	ENST00000464443	SC530c269422d8	4
FROZEN_PHASE3D	ENST00000464444	SC753183643689	1
FROZEN_PHASE3D	ENST00000464451	SCccabccbc684a	1
FROZEN_PHASE3D	ENST00000464468	SC3940e3403fde	2
FROZEN_PHASE3D	ENST00000464483	SC269c2ead26c9	1
FROZEN_PHASE3D	ENST00000464496	SC122d0c7bb5c3	3
FROZEN_PHASE3D	ENST00000464553	SC8f42de590eb3	0
FROZEN_PHASE3D	ENST00000464569	SCb997df378142	2
FROZEN_PHASE3D	ENST00000464595	SCfc72ef71c7f8	4
FROZEN_PHASE3D	ENST00000464611	SCb381c5c01aaf	4
FROZEN_PHASE3D	ENST00000464650	SCa2d03ec7032b	4
FROZEN_PHASE3D	ENST00000464651	SCcd06a32b3f6e	3
FROZEN_PHASE3D	ENST00000464654	SCdb83fc1818e9	1
FROZEN_PHASE3D	ENST00000464658	SC359321baa392	3
FROZEN_PHASE3D	ENST00000464664	SCb46acf008559	1
FROZEN_PHASE3D	ENST00000464696	SC3842044a7fe4	4
FROZEN_PHASE3D	ENST00000464697	SC3115f0eded76	2
FROZEN_PHASE3D	ENST00000464703	SCc9c4ff0eecb5	1
FROZEN_PHASE3D	ENST00000464716	SC36e306823f3e	4
FROZEN_PHASE3D	ENST00000464731	SCe2a3ab3d001f	3
FROZEN_PHASE3D	ENST00000464750	SC8e2fb2d2a8ef	4
FROZEN_PHASE3D	ENST00000464781	SCd61a7a537856	0
FROZEN_PHASE3D	ENST00000464790	SCd91882bd01de	1
FROZEN_PHASE3D	ENST00000464794	SC293021573929	2
FROZEN_PHASE3D	ENST00000464820	SCad6708e319d3	4
FROZEN_PHASE3D	ENST00000464869	SCd7f20f584474	1
FROZEN_PHASE3D	ENST00000464873	SC231bbbac9f4d	3
FROZEN_PHASE3D	ENST00000464877	SC9e7cb4db9565	3
FROZEN_PHASE3D	ENST00000464887	SC8085ac54af1b	1
FROZEN_PHASE3D	ENST00000464888	SC5e03e1db4b55	4
FROZEN_PHASE3D	ENST00000464889	SC793ab84b4714	0
FROZEN_PHASE3D	ENST00000464908	SC9254e5083ecb	2
FROZEN_PHASE3D	ENST00000464920	SC632635599df9	2
FROZEN_PHASE3D	ENST00000464926	SCc1aec61cba4f	0
FROZEN_PHASE3D	ENST00000464938	SC0fe783cfd490	2
FROZEN_PHASE3D	ENST00000464949	SC517bb49603f5	2
FROZEN_PHASE3D	ENST00000464969	SCbcb8a5ed5acb	0
FROZEN_PHASE3D	ENST00000465012	SCd9f348b03d4e	0
FROZEN_PHASE3D	ENST00000465017	SC40972c94f272	2
FROZEN_PHASE3D	ENST00000465056	SCcd2179ccd048	4
FROZEN_PHASE3D	ENST00000465082	SC15d29dae0695	3
FROZEN_PHASE3D	ENST00000465083	SC4240813f1541	0
FROZEN_PHASE3D	ENST00000465096	SC709435b7ef64	2
FROZEN_PHASE3D	ENST00000465122	SCc8b55fff851f	0
FROZEN_PHASE3D	ENST00000465124	SC4634eefa6d23	0
FROZEN_PHASE3D	ENST00000465139	SCa9a0a42744fd	2
FROZEN_PHASE3D	ENST00000465150	SC5b1429ab172f	4
FROZEN_PHASE3D	ENST00000465151	SC73c766fe6b4b	2
FROZEN_PHASE3D	ENST00000465163	SC5d2a3fc438ac	1
FROZEN_PHASE3D	ENST00000465167	SC386beee431d8	0
FROZEN_PHASE3D	ENST00000465172	SC735ad9c169ac	3
FROZEN_PHASE3D	ENST00000465174	SC293021573929	2
FROZEN_PHASE3D	ENST00000465180	SCd90d62d8bad0	0
FROZEN_PHASE3D	ENST00000465242	SCf979c9465a9d	2
FROZEN_PHASE3D	ENST00000465245	SC4d608f99f7f4	4
FROZEN_PHASE3D	ENST00000465248	SC77d734bb0726	0
FROZEN_PHASE3D	ENST00000465259	SCd6f76ef0658f	1
FROZEN_PHASE3D	ENST00000465280	SCe77d11736543	0
FROZEN_PHASE3D	ENST00000465294	SC18dc024f238b	2
FROZEN_PHASE3D	ENST00000465295	SC03a58b77f4e7	2
FROZEN_PHASE3D	ENST00000465298	SC0a461e57ece2	2
FROZEN_PHASE3D	ENST00000465312	SCd4ab70310739	2
FROZEN_PHASE3D	ENST00000465325	SCe77d11736543	0
FROZEN_PHASE3D	ENST00000465335	SC18460dcf6b04	0
FROZEN_PHASE3D	ENST00000465340	SCabf9f193d481	2
FROZEN_PHASE3D	ENST00000465351	SC85af59411a05	4
FROZEN_PHASE3D	ENST00000465354	SC0a42da6599ef	0
FROZEN_PHASE3D	ENST00000465359	SC674a190464c5	0
FROZEN_PHASE3D	ENST00000465362	SC1427ab7e9bce	4
FROZEN_PHASE3D	ENST00000465373	SCcd2179ccd048	4
FROZEN_PHASE3D	ENST00000465387	SC18460dcf6b04	0
FROZEN_PHASE3D	ENST00000465389	SC35a909894dcd	0
FROZEN_PHASE3D	ENST00000465398	SCf6199850baae	2
